po_number,line_no,item_code,description,qty_ordered,unit_price_ex_vat,line_total_ex_vat
PO-2026-00148,3,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,1,6942.0,6942.0
PO-2026-00149,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,3,763.08,2289.24
PO-2026-00149,2,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,12,493.23,5918.76
PO-2026-00149,3,STL-RD304,Stainless round bar 304 20mm 6m,6,2612.52,15675.12
PO-2026-00149,4,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,3,1855.82,5567.46
PO-2026-00150,1,MHD-FRK25,Forklift fork 2500kg pair class 2,50,10405.11,520255.5
PO-2026-00150,2,MHD-SLG03,Webbing sling 3 ton 4 metre,2,1108.58,2217.16
PO-2026-00151,1,CHM-DEG25,Industrial degreaser 25 litre,20,1485.51,29710.2
PO-2026-00151,2,CHM-RUS05,Rust converter 5 litre,10,941.39,9413.9
PO-2025-00152,1,TLS-DRL18,Cordless drill 18V two battery kit,5,3486.05,17430.25
PO-2025-00152,2,TLS-GRN230,Angle grinder 230mm 2400W,8,3797.97,30383.76
PO-2025-00152,3,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,1,4176.29,4176.29
PO-2025-00153,1,WLD-HLM01,Auto darkening welding helmet,2,1230.88,2461.76
PO-2025-00153,2,WLD-E6013,Welding electrode E6013 3.2mm 5kg,3,490.99,1472.97
PO-2025-00153,3,WLD-MIG08,MIG wire 0.8mm 15kg spool,25,1290.02,32250.5
PO-2026-00154,1,REF-GAS404,Refrigerant R404a 10kg cylinder,1,5366.76,5366.76
PO-2025-00155,1,BRG-6205,Deep groove ball bearing 6205 2RS,2,556.95,1113.9
PO-2025-00155,2,DRV-TL2517,Taper lock bush 2517 x 45mm,25,588.4,14710.0
PO-2026-00156,1,PPE-HRN01,Full body safety harness double lanyard,2,1668.36,3336.72
PO-2026-00157,1,REF-CMP15,Refrigeration compressor 15HP semi hermetic,1,24205.06,24205.06
PO-2026-00157,2,REF-GAS404,Refrigerant R404a 10kg cylinder,1,5551.71,5551.71
PO-2026-00158,1,HDW-CST100,Swivel castor 100mm braked,1,347.96,347.96
PO-2026-00158,2,HDW-PDL50,Brass padlock 50mm keyed alike,8,270.52,2164.16
PO-2026-00159,1,PPE-HAT01,Hard hat vented with ratchet,20,115.25,2305.0
PO-2026-00159,2,PPE-HRN01,Full body safety harness double lanyard,6,2094.13,12564.78
PO-2025-00160,1,HYD-PMP45,Gear pump 45cc SAE B,3,6958.25,20874.75
PO-2026-00161,1,VLV-BF100,Butterfly valve 100mm lever operated,4,2545.37,10181.48
PO-2026-00161,2,PMP-CEN55,Centrifugal pump 5.5kW end suction,1,21501.93,21501.93
PO-2026-00161,3,VLV-GT80,Gate valve 80mm flanged,2,3582.25,7164.5
PO-2025-00162,1,HYD-PMP45,Gear pump 45cc SAE B,6,5513.63,33081.78
PO-2025-00162,2,HYD-FIT12,Swaged fitting 1/2 BSP male,1,105.61,105.61
PO-2025-00163,1,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,5,520.97,2604.85
PO-2025-00163,2,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,2,2342.71,4685.42
PO-2025-00164,1,SEL-GSK150,Full face gasket 150mm rubber insertion,4,287.15,1148.6
PO-2025-00164,2,SEL-ORK01,O ring kit nitrile 382 piece,2,1404.44,2808.88
PO-2025-00164,3,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,4,84.42,337.68
PO-2026-00165,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,1,6222.69,6222.69
PO-2026-00165,2,INS-TMP01,PT100 temperature probe with head,3,1832.49,5497.47
PO-2026-00166,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,8,7380.99,59047.92
PO-2026-00166,2,INS-TMP01,PT100 temperature probe with head,1,1819.47,1819.47
PO-2026-00167,1,SEL-GSK150,Full face gasket 150mm rubber insertion,3,215.91,647.73
PO-2026-00168,1,REF-CMP15,Refrigeration compressor 15HP semi hermetic,8,24218.51,193748.08
PO-2026-00168,2,REF-GAS404,Refrigerant R404a 10kg cylinder,6,8012.92,48077.52
PO-2026-00169,1,BRG-22216,Spherical roller bearing 22216 E,6,2191.57,13149.42
PO-2026-00170,1,STL-RD304,Stainless round bar 304 20mm 6m,1,2582.11,2582.11
PO-2026-00171,1,DRV-TL2517,Taper lock bush 2517 x 45mm,1,680.89,680.89
PO-2026-00171,2,BRG-22216,Spherical roller bearing 22216 E,5,3759.12,18795.6
PO-2026-00171,3,DRV-SPB2120,SPB section V belt 2120mm,1,225.6,225.6
PO-2025-00172,1,MTR-REW11,Motor rewind 11kW including bearings,8,10893.9,87151.2
PO-2025-00173,1,ELE-BAT100,Deep cycle battery 100Ah,1,2843.22,2843.22
PO-2025-00173,2,ELE-CON40,Contactor 40A 230V coil,3,1084.43,3253.29
PO-2026-00174,1,BRG-22216,Spherical roller bearing 22216 E,3,2572.19,7716.57
PO-2026-00174,2,BRG-6205,Deep groove ball bearing 6205 2RS,10,556.73,5567.3
PO-2026-00174,3,DRV-SPB2120,SPB section V belt 2120mm,1,320.09,320.09
PO-2025-00175,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,10,1105.57,11055.7
PO-2025-00176,1,ELE-BAT100,Deep cycle battery 100Ah,12,3159.57,37914.84
PO-2025-00176,2,ELE-CON40,Contactor 40A 230V coil,4,1556.94,6227.76
PO-2025-00176,3,ELE-SWA4C,SWA cable 4 core 16mm per metre,3,329.82,989.46
PO-2025-00177,1,CNV-PUL400,Drum pulley 400mm lagged,4,8084.21,32336.84
PO-2025-00177,2,CNV-IDL152,Trough idler set 152mm 650 belt,1,1589.19,1589.19
PO-2025-00177,3,CNV-BLT650,Conveyor belting 650mm 3 ply per metre,1,1101.12,1101.12
PO-2026-00178,1,REF-GAS404,Refrigerant R404a 10kg cylinder,20,8292.62,165852.4
PO-2026-00178,2,REF-CMP15,Refrigeration compressor 15HP semi hermetic,2,31995.08,63990.16
PO-2026-00179,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,3,7394.7,22184.1
PO-2026-00179,2,INS-TMP01,PT100 temperature probe with head,3,1790.55,5371.65
PO-2026-00180,1,BRG-22216,Spherical roller bearing 22216 E,4,2075.43,8301.72
PO-2026-00180,2,DRV-TL2517,Taper lock bush 2517 x 45mm,4,668.45,2673.8
PO-2026-00180,3,BRG-6205,Deep groove ball bearing 6205 2RS,3,152.28,456.84
PO-2025-00181,1,SEL-ORK01,O ring kit nitrile 382 piece,2,1322.08,2644.16
PO-2025-00181,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,12,94.81,1137.72
PO-2025-00181,3,SEL-GSK150,Full face gasket 150mm rubber insertion,4,266.08,1064.32
PO-2026-00182,1,ELE-CON40,Contactor 40A 230V coil,2,1286.8,2573.6
PO-2026-00182,2,ELE-SWA4C,SWA cable 4 core 16mm per metre,6,413.77,2482.62
PO-2025-00183,1,MTR-REW11,Motor rewind 11kW including bearings,1,8303.03,8303.03
PO-2025-00183,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,4,9888.35,39553.4
PO-2026-00184,1,PNT-EPX20,Two pack epoxy enamel 20 litre,8,3577.29,28618.32
PO-2026-00185,1,ABR-CUT230,Cutting disc 230 x 3 x 22 box of 25,2,964.45,1928.9
PO-2026-00185,2,ABR-FLP125,Flap disc 125mm 60 grit box of 10,2,414.48,828.96
PO-2026-00186,1,INS-TMP01,PT100 temperature probe with head,5,2022.73,10113.65
PO-2026-00186,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,8,5354.6,42836.8
PO-2026-00187,1,PPE-BOOT8,Safety boot steel toe size 8 pair,2,492.22,984.44
PO-2026-00187,2,PPE-GLV10,Cut resistant glove level 5 pair,6,155.85,935.1
PO-2025-00188,1,ELE-CB63,Circuit breaker 63A triple pole,10,1046.13,10461.3
PO-2025-00188,2,ELE-BAT100,Deep cycle battery 100Ah,5,2476.75,12383.75
PO-2025-00188,3,ELE-CON40,Contactor 40A 230V coil,20,1403.68,28073.6
PO-2025-00189,1,PKG-PLT12,Pallet wrap 500mm 20 micron roll,10,246.68,2466.8
PO-2025-00189,2,PKG-STR48,Strapping band 16mm x 1000m,1,677.75,677.75
PO-2025-00190,1,DRV-SPB2120,SPB section V belt 2120mm,4,305.73,1222.92
PO-2025-00190,2,BRG-22216,Spherical roller bearing 22216 E,5,3634.77,18173.85
PO-2025-00190,3,BRG-6205,Deep groove ball bearing 6205 2RS,2,536.67,1073.34
PO-2026-00191,1,DRV-SPB2120,SPB section V belt 2120mm,3,231.1,693.3
PO-2026-00191,2,DRV-TL2517,Taper lock bush 2517 x 45mm,2,529.63,1059.26
PO-2026-00192,1,INS-TMP01,PT100 temperature probe with head,6,1779.4,10676.4
PO-2026-00192,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,10,4593.5,45935.0
PO-2025-00193,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,3,9161.5,27484.5
PO-2025-00193,2,MTR-REW11,Motor rewind 11kW including bearings,8,7547.74,60381.92
PO-2025-00194,1,HYD-FIT12,Swaged fitting 1/2 BSP male,4,183.24,732.96
PO-2025-00194,2,HYD-PMP45,Gear pump 45cc SAE B,3,8983.65,26950.95
PO-2025-00194,3,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,6,9306.46,55838.76
PO-2025-00194,4,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,12,167.68,2012.16
PO-2026-00195,1,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,12,1371.0,16452.0
PO-2026-00196,1,HYD-PMP45,Gear pump 45cc SAE B,3,5393.4,16180.2
PO-2026-00196,2,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,8,8717.16,69737.28
PO-2025-00197,1,MHD-FRK25,Forklift fork 2500kg pair class 2,20,10812.01,216240.2
PO-2025-00197,2,MHD-SLG03,Webbing sling 3 ton 4 metre,1,874.53,874.53
PO-2026-00198,1,HYD-FIT12,Swaged fitting 1/2 BSP male,10,125.56,1255.6
PO-2026-00198,2,HYD-PMP45,Gear pump 45cc SAE B,3,6424.7,19274.1
PO-2025-00199,1,CHM-DEG25,Industrial degreaser 25 litre,6,1356.01,8136.06
PO-2025-00200,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,6,3039.86,18239.16
PO-2025-00200,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,50,3459.66,172983.0
PO-2025-00201,1,PPE-HAT01,Hard hat vented with ratchet,3,159.83,479.49
PO-2025-00201,2,PPE-HRN01,Full body safety harness double lanyard,2,1815.67,3631.34
PO-2025-00201,3,PPE-GLV10,Cut resistant glove level 5 pair,1,161.94,161.94
PO-2026-00202,1,MHD-SLG03,Webbing sling 3 ton 4 metre,1,1301.85,1301.85
PO-2026-00202,2,MHD-FRK25,Forklift fork 2500kg pair class 2,1,10844.61,10844.61
PO-2025-00203,1,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,10,849.23,8492.3
PO-2025-00203,2,STL-RD304,Stainless round bar 304 20mm 6m,10,2180.99,21809.9
PO-2025-00203,3,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,4,758.37,3033.48
PO-2026-00204,1,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,10,108.32,1083.2
PO-2026-00204,2,SEL-ORK01,O ring kit nitrile 382 piece,3,909.25,2727.75
PO-2026-00205,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,1,5376.34,5376.34
PO-2026-00205,2,INS-TMP01,PT100 temperature probe with head,3,1853.93,5561.79
PO-2026-00206,1,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,3,634.96,1904.88
PO-2025-00207,1,LUB-GRS18,Lithium complex grease EP2 18kg,4,2699.59,10798.36
PO-2026-00208,1,CHM-DEG25,Industrial degreaser 25 litre,1,1275.36,1275.36
PO-2025-00209,1,PPE-HRN01,Full body safety harness double lanyard,25,2596.97,64924.25
PO-2025-00209,2,PPE-HAT01,Hard hat vented with ratchet,3,135.42,406.26
PO-2025-00210,1,PPE-GLV10,Cut resistant glove level 5 pair,2,132.72,265.44
PO-2025-00211,1,REF-CMP15,Refrigeration compressor 15HP semi hermetic,5,34744.18,173720.9
PO-2026-00212,1,HYD-PMP45,Gear pump 45cc SAE B,3,7696.84,23090.52
PO-2026-00213,1,PPE-HAT01,Hard hat vented with ratchet,1,131.9,131.9
PO-2026-00214,1,BRG-22216,Spherical roller bearing 22216 E,1,2581.09,2581.09
PO-2026-00214,2,DRV-TL2517,Taper lock bush 2517 x 45mm,8,442.97,3543.76
PO-2026-00214,3,DRV-SPB2120,SPB section V belt 2120mm,12,365.59,4387.08
PO-2026-00214,4,BRG-6205,Deep groove ball bearing 6205 2RS,10,589.45,5894.5
PO-2026-00215,1,HDW-CST100,Swivel castor 100mm braked,4,333.86,1335.44
PO-2026-00216,1,TLS-GRN230,Angle grinder 230mm 2400W,2,2961.02,5922.04
PO-2026-00216,2,TLS-DRL18,Cordless drill 18V two battery kit,2,3267.6,6535.2
PO-2026-00216,3,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,10,4450.56,44505.6
PO-2026-00217,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,3,6201.91,18605.73
PO-2026-00217,2,INS-TMP01,PT100 temperature probe with head,3,1216.69,3650.07
PO-2026-00218,1,LUB-GRS18,Lithium complex grease EP2 18kg,8,1843.73,14749.84
PO-2026-00219,1,PNU-CMP75,Screw compressor service kit 7.5kW,8,4619.42,36955.36
PO-2026-00219,2,PNU-FRL12,Filter regulator lubricator 1/2 inch,1,1491.36,1491.36
PO-2026-00220,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,25,2827.69,70692.25
PO-2026-00220,2,PLA-PER06,Perspex sheet 6mm 1000 x 2000,2,2815.3,5630.6
PO-2026-00221,1,SEL-ORK01,O ring kit nitrile 382 piece,25,1172.86,29321.5
PO-2025-00222,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,10,2717.06,27170.6
PO-2026-00223,1,HDW-PDL50,Brass padlock 50mm keyed alike,3,314.36,943.08
PO-2026-00223,2,HDW-CST100,Swivel castor 100mm braked,50,404.65,20232.5
PO-2026-00224,1,MTR-REW11,Motor rewind 11kW including bearings,1,12640.47,12640.47
PO-2026-00224,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,10,11640.64,116406.4
PO-2026-00225,1,PNU-CMP75,Screw compressor service kit 7.5kW,50,4870.31,243515.5
PO-2026-00225,2,PNU-FRL12,Filter regulator lubricator 1/2 inch,1,2127.45,2127.45
PO-2026-00226,1,PIP-FLG80,Slip on flange 80mm table D,4,538.74,2154.96
PO-2026-00226,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,3,1313.67,3941.01
PO-2026-00227,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,3,3488.79,10466.37
PO-2026-00227,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,2,3400.76,6801.52
PO-2026-00228,1,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,1,306.39,306.39
PO-2025-00229,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,2,2353.97,4707.94
PO-2025-00229,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,12,2587.26,31047.12
PO-2025-00230,1,HYD-PMP45,Gear pump 45cc SAE B,3,7110.71,21332.13
PO-2025-00230,2,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,25,9435.91,235897.75
PO-2025-00230,3,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,1,176.86,176.86
PO-2025-00230,4,HYD-FIT12,Swaged fitting 1/2 BSP male,1,159.33,159.33
PO-2025-00231,1,PNT-EPX20,Two pack epoxy enamel 20 litre,5,3575.73,17878.65
PO-2026-00232,1,CHM-DEG25,Industrial degreaser 25 litre,3,1725.28,5175.84
PO-2025-00233,1,LUB-HYD46,Hydraulic oil ISO 46 20 litre,5,1282.16,6410.8
PO-2025-00233,2,LUB-EP220,Gear oil EP220 208 litre drum,1,12439.62,12439.62
PO-2025-00233,3,LUB-GRS18,Lithium complex grease EP2 18kg,50,2811.34,140567.0
PO-2025-00234,1,PKG-STR48,Strapping band 16mm x 1000m,2,785.13,1570.26
PO-2026-00235,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,3,494.36,1483.08
PO-2026-00236,1,MTR-REW11,Motor rewind 11kW including bearings,50,9387.27,469363.5
PO-2026-00236,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,8,10866.04,86928.32
PO-2026-00237,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,5,6522.15,32610.75
PO-2026-00238,1,ELE-CB63,Circuit breaker 63A triple pole,4,1199.94,4799.76
PO-2026-00239,1,CHM-RUS05,Rust converter 5 litre,6,766.32,4597.92
PO-2026-00240,1,PNT-EPX20,Two pack epoxy enamel 20 litre,6,5740.77,34444.62
PO-2026-00241,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,10,8684.91,86849.1
PO-2026-00241,2,HYD-PMP45,Gear pump 45cc SAE B,50,8264.95,413247.5
PO-2026-00241,3,HYD-FIT12,Swaged fitting 1/2 BSP male,10,180.39,1803.9
PO-2026-00242,1,PNU-CMP75,Screw compressor service kit 7.5kW,3,8049.94,24149.82
PO-2026-00242,2,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,2,1951.87,3903.74
PO-2026-00242,3,PNU-FRL12,Filter regulator lubricator 1/2 inch,5,1468.6,7343.0
PO-2026-00243,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,2,2383.73,4767.46
PO-2026-00243,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,6,3779.13,22674.78
PO-2026-00244,1,PPE-GLV10,Cut resistant glove level 5 pair,2,169.29,338.58
PO-2026-00244,2,PPE-HRN01,Full body safety harness double lanyard,1,2498.65,2498.65
PO-2026-00244,3,PPE-BOOT8,Safety boot steel toe size 8 pair,10,729.44,7294.4
PO-2026-00244,4,PPE-HAT01,Hard hat vented with ratchet,1,108.59,108.59
PO-2025-00245,1,REF-CMP15,Refrigeration compressor 15HP semi hermetic,2,27334.99,54669.98
PO-2025-00245,2,REF-GAS404,Refrigerant R404a 10kg cylinder,5,8073.09,40365.45
PO-2025-00246,1,MHD-SLG03,Webbing sling 3 ton 4 metre,20,1124.32,22486.4
PO-2025-00247,1,ELE-CB63,Circuit breaker 63A triple pole,1,644.3,644.3
PO-2025-00247,2,ELE-BAT100,Deep cycle battery 100Ah,50,3659.49,182974.5
PO-2025-00247,3,ELE-CON40,Contactor 40A 230V coil,5,1357.77,6788.85
PO-2025-00248,1,VLV-GT80,Gate valve 80mm flanged,12,3950.18,47402.16
PO-2025-00248,2,VLV-BF100,Butterfly valve 100mm lever operated,4,2211.87,8847.48
PO-2025-00248,3,PMP-CEN55,Centrifugal pump 5.5kW end suction,1,22705.9,22705.9
PO-2025-00249,1,ELE-CB63,Circuit breaker 63A triple pole,4,690.25,2761.0
PO-2025-00249,2,ELE-SWA4C,SWA cable 4 core 16mm per metre,6,383.6,2301.6
PO-2025-00249,3,ELE-BAT100,Deep cycle battery 100Ah,12,2155.55,25866.6
PO-2025-00250,1,PKG-PLT12,Pallet wrap 500mm 20 micron roll,1,230.48,230.48
PO-2025-00250,2,PKG-STR48,Strapping band 16mm x 1000m,8,721.23,5769.84
PO-2026-00251,1,TLS-GRN230,Angle grinder 230mm 2400W,5,2279.02,11395.1
PO-2026-00252,1,WLD-MIG08,MIG wire 0.8mm 15kg spool,5,830.38,4151.9
PO-2026-00253,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,2,12378.72,24757.44
PO-2026-00253,2,HYD-FIT12,Swaged fitting 1/2 BSP male,8,93.31,746.48
PO-2026-00253,3,HYD-PMP45,Gear pump 45cc SAE B,5,7561.17,37805.85
PO-2026-00254,1,HYD-FIT12,Swaged fitting 1/2 BSP male,3,90.68,272.04
PO-2026-00254,2,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,1,8550.08,8550.08
PO-2026-00254,3,HYD-PMP45,Gear pump 45cc SAE B,25,5609.02,140225.5
PO-2026-00254,4,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,10,176.92,1769.2
PO-2025-00255,1,SEL-GSK150,Full face gasket 150mm rubber insertion,10,194.68,1946.8
PO-2025-00256,1,MTR-REW11,Motor rewind 11kW including bearings,50,10141.18,507059.0
PO-2025-00256,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,25,9341.55,233538.75
PO-2026-00257,1,HYD-FIT12,Swaged fitting 1/2 BSP male,8,172.75,1382.0
PO-2026-00257,2,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,1,194.91,194.91
PO-2026-00257,3,HYD-PMP45,Gear pump 45cc SAE B,1,5136.51,5136.51
PO-2026-00258,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,1,3203.75,3203.75
PO-2026-00258,2,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,2,643.76,1287.52
PO-2026-00258,3,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,3,1056.23,3168.69
PO-2026-00259,1,SEL-ORK01,O ring kit nitrile 382 piece,2,1636.72,3273.44
PO-2026-00259,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,2,79.59,159.18
PO-2025-00260,1,PIP-FLG80,Slip on flange 80mm table D,2,432.69,865.38
PO-2025-00261,1,HDW-CST100,Swivel castor 100mm braked,2,396.56,793.12
PO-2025-00261,2,HDW-PDL50,Brass padlock 50mm keyed alike,2,219.49,438.98
PO-2025-00262,1,STL-RD304,Stainless round bar 304 20mm 6m,1,2013.66,2013.66
PO-2025-00263,1,PPE-HRN01,Full body safety harness double lanyard,5,2122.9,10614.5
PO-2026-00264,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,1,2480.83,2480.83
PO-2026-00264,2,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,50,1175.57,58778.5
PO-2026-00265,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,4,2066.4,8265.6
PO-2026-00265,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,4,4044.61,16178.44
PO-2025-00266,1,VLV-BF100,Butterfly valve 100mm lever operated,25,3259.88,81497.0
PO-2025-00266,2,VLV-GT80,Gate valve 80mm flanged,2,2723.27,5446.54
PO-2025-00266,3,PMP-CEN55,Centrifugal pump 5.5kW end suction,3,29828.83,89486.49
PO-2026-00267,1,FST-ANC12,Chemical anchor stud M12 x 160,4,85.12,340.48
PO-2026-00267,2,FST-NUTM12,Hex nut M12 grade 8 box of 200,25,808.93,20223.25
PO-2026-00268,1,PNU-CMP75,Screw compressor service kit 7.5kW,3,4742.26,14226.78
PO-2025-00269,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,4,1835.41,7341.64
PO-2026-00270,1,HDW-CST100,Swivel castor 100mm braked,6,390.16,2340.96
PO-2026-00270,2,HDW-PDL50,Brass padlock 50mm keyed alike,5,195.12,975.6
PO-2025-00271,1,SEL-GSK150,Full face gasket 150mm rubber insertion,5,220.77,1103.85
PO-2025-00271,2,SEL-ORK01,O ring kit nitrile 382 piece,2,1607.44,3214.88
PO-2025-00271,3,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,1,123.07,123.07
PO-2026-00272,1,MHD-FRK25,Forklift fork 2500kg pair class 2,3,11835.97,35507.91
PO-2026-00272,2,MHD-SLG03,Webbing sling 3 ton 4 metre,5,963.46,4817.3
PO-2026-00273,1,MHD-FRK25,Forklift fork 2500kg pair class 2,20,16077.18,321543.6
PO-2026-00274,1,BRG-6205,Deep groove ball bearing 6205 2RS,8,604.76,4838.08
PO-2026-00275,1,ELE-CB63,Circuit breaker 63A triple pole,1,1227.77,1227.77
PO-2025-00276,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,6,6509.81,39058.86
PO-2025-00277,1,LUB-EP220,Gear oil EP220 208 litre drum,4,12415.39,49661.56
PO-2025-00278,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,2,330.24,660.48
PO-2025-00278,2,WLD-MIG08,MIG wire 0.8mm 15kg spool,1,1132.95,1132.95
PO-2026-00279,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,8,1827.8,14622.4
PO-2026-00279,2,PIP-FLG80,Slip on flange 80mm table D,4,360.52,1442.08
PO-2026-00280,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,2,893.72,1787.44
PO-2026-00280,2,STL-RD304,Stainless round bar 304 20mm 6m,3,2012.23,6036.69
PO-2026-00280,3,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,20,671.54,13430.8
PO-2026-00281,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,20,3337.88,66757.6
PO-2026-00282,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,6,3171.61,19029.66
PO-2026-00282,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,1,4324.82,4324.82
PO-2025-00283,1,PNU-FRL12,Filter regulator lubricator 1/2 inch,50,1615.23,80761.5
PO-2025-00283,2,PNU-CMP75,Screw compressor service kit 7.5kW,2,6376.9,12753.8
PO-2025-00283,3,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,1,2394.69,2394.69
PO-2026-00284,1,DRV-SPB2120,SPB section V belt 2120mm,12,258.07,3096.84
PO-2026-00284,2,DRV-TL2517,Taper lock bush 2517 x 45mm,5,346.27,1731.35
PO-2026-00284,3,BRG-22216,Spherical roller bearing 22216 E,4,2062.02,8248.08
PO-2026-00284,4,BRG-6205,Deep groove ball bearing 6205 2RS,3,421.77,1265.31
PO-2026-00285,1,INS-TMP01,PT100 temperature probe with head,5,1211.39,6056.95
PO-2025-00286,1,PIP-FLG80,Slip on flange 80mm table D,1,641.12,641.12
PO-2025-00286,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,1,992.8,992.8
PO-2026-00287,1,STL-RD304,Stainless round bar 304 20mm 6m,2,1440.53,2881.06
PO-2026-00287,2,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,10,792.38,7923.8
PO-2025-00288,1,DRV-TL2517,Taper lock bush 2517 x 45mm,8,664.36,5314.88
PO-2025-00288,2,DRV-SPB2120,SPB section V belt 2120mm,12,286.42,3437.04
PO-2026-00289,1,LUB-HYD46,Hydraulic oil ISO 46 20 litre,4,1185.38,4741.52
PO-2026-00289,2,LUB-EP220,Gear oil EP220 208 litre drum,25,14980.32,374508.0
PO-2026-00290,1,FST-NUTM12,Hex nut M12 grade 8 box of 200,1,816.82,816.82
PO-2026-00290,2,FST-ANC12,Chemical anchor stud M12 x 160,1,87.64,87.64
PO-2026-00290,3,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,25,1047.98,26199.5
PO-2026-00291,1,HYD-FIT12,Swaged fitting 1/2 BSP male,8,97.64,781.12
PO-2026-00292,1,ELE-CB63,Circuit breaker 63A triple pole,3,887.99,2663.97
PO-2026-00292,2,ELE-SWA4C,SWA cable 4 core 16mm per metre,12,243.46,2921.52
PO-2026-00292,3,ELE-BAT100,Deep cycle battery 100Ah,6,2223.68,13342.08
PO-2026-00292,4,ELE-CON40,Contactor 40A 230V coil,5,1255.23,6276.15
PO-2026-00293,1,INS-TMP01,PT100 temperature probe with head,5,1827.73,9138.65
PO-2026-00293,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,3,4816.7,14450.1
PO-2026-00294,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,6,4192.64,25155.84
