invoice_id,pdf_file,invoice_number,supplier_name,supplier_id,po_number,invoice_date,due_date,subtotal_ex_vat,vat_amount,total_incl_vat,processing_status,extraction_method,extraction_confidence,exceptions_raised,value_at_risk,net_exposure
INV-00233,INV-00233.pdf,008109,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2026-00365,2026-06-21,2026-06-21,10816.1,1622.42,12438.52,exception,rules_fallback,0.72,1,1622.42,1622.42
INV-00062,INV-00062.pdf,TI2505735,Aeroton Castors (Pty) Ltd,SUP-0033,PO-2025-00261,2025-10-29,2025-12-13,2818.34,422.75,3241.09,exception,rules_fallback,0.72,1,1586.24,1586.24
INV-00012,INV-00012.pdf,INV2604173,Springs Gearbox Services (Pty) Ltd,SUP-0018,PO-2026-00437,2026-03-31,2026-04-30,10559.25,1583.89,10559.25,exception,rules_fallback,0.72,1,1583.89,1583.89
INV-00195,INV-00195.pdf,TI2507636,Sasolburg Pipe and Fittings (Pty) Ltd,SUP-0025,PO-2025-00508,2026-01-28,2026-01-28,10461.05,1569.16,12030.21,exception,rules_fallback,0.72,1,1569.16,1569.16
INV-00260,INV-00260.pdf,TI2608101,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2026-00067,2026-10-31,2026-10-31,10238.48,1535.77,11774.25,exception,rules_fallback,0.72,1,1535.77,1535.77
INV-00084,INV-00084.pdf,002447,Tshwane Pneumatics (Pty) Ltd,SUP-0012,PO-2026-00242,2026-03-02,2026-04-16,36911.66,5536.75,42448.41,exception,rules_fallback,0.72,1,1515.1,1515.1
INV-00028,INV-00028.pdf,SI2603010,Midrand Bearing Supplies (Pty) Ltd,SUP-0001,PO-2026-00180,2026-08-10,2026-10-09,10095.46,1514.32,10095.46,exception,rules_fallback,0.72,1,1514.32,1514.32
INV-00097,INV-00097.pdf,SI2502452,Tshwane Pneumatics (Pty) Ltd,SUP-0012,PO-2025-00311,2025-11-24,2026-01-08,194525.97,29178.9,223704.87,exception,rules_fallback,0.72,1,1474.88,1474.88
INV-00267,INV-00267.pdf,INV2604275,Modderfontein Chemicals (Pty) Ltd,SUP-0023,PO-2026-00208,2026-08-18,2026-09-17,1275.36,191.3,1466.66,exception,rules_fallback,0.72,1,1466.66,1466.66
INV-00269,INV-00269.pdf,INV2606388,Kya Sand Plastics (Pty) Ltd,SUP-0027,PO-2026-00084,2026-07-06,2026-08-05,37363.68,5604.55,42968.23,exception,rules_fallback,0.72,1,1428.72,1428.72
INV-00139,INV-00139.pdf,SI2607605,Crown Mines Motor Spares (Pty) Ltd,SUP-0042,PO-2026-00495,2026-09-25,2026-09-25,9358.26,1403.74,10762.0,exception,rules_fallback,0.72,1,1403.74,1403.74
INV-00160,INV-00160.pdf,006504,Denver Crane Services (Pty) Ltd,SUP-0037,PO-2025-00323,2025-11-05,2025-12-05,12933.54,1940.03,14873.57,exception,rules_fallback,0.72,1,1343.62,1343.62
INV-00243,INV-00243.pdf,SI2504272,Modderfontein Chemicals (Pty) Ltd,SUP-0023,PO-2025-00349,2025-11-07,2025-12-07,15013.04,2251.96,17265.0,exception,rules_fallback,0.72,1,1326.98,1326.98
INV-00116,INV-00116.pdf,SI2508719,Krugersdorp Chain and Sprocket (Pty) Ltd,SUP-0020,PO-2025-00288,2026-02-28,2026-02-28,8751.92,1312.79,10064.71,exception,rules_fallback,0.72,1,1312.79,1312.79
INV-00261,INV-00261.pdf,INV2606391,Kya Sand Plastics (Pty) Ltd,SUP-0027,PO-2026-00423,2026-03-20,2026-04-19,8690.28,1303.54,8690.28,exception,rules_fallback,0.72,1,1303.54,1303.54
INV-00155,INV-00155.pdf,TI2608268,Vaal Steel Merchants (Pty) Ltd,SUP-0002,PO-2026-00258,2026-04-22,2026-06-06,7659.96,1148.99,7659.96,exception,rules_fallback,0.72,1,1148.99,1148.99
INV-00154,INV-00154.pdf,INV2604175,Salt River Marine Fittings (Pty) Ltd,SUP-0045,PO-2026-00430,2026-03-03,2026-04-02,973.68,146.05,1119.73,exception,rules_fallback,0.72,1,1119.73,1119.73
INV-00099,INV-00099.pdf,INV2619900,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2026-99721,2026-02-09,2026-03-11,969.98,145.5,1115.48,exception,rules_fallback,0.72,1,1115.48,1115.48
INV-00187,INV-00187.pdf,SI2604960,Isando Welding Supplies (Pty) Ltd,SUP-0013,PO-2026-00422,2026-04-29,2026-06-13,10302.9,1545.44,11848.34,exception,rules_fallback,0.72,1,1091.68,1091.68
INV-00054,INV-00054.pdf,003988,Selby Scrap and Recovery (Pty) Ltd,SUP-0035,PO-2025-00306,2025-12-03,2025-12-03,7251.9,1087.79,8339.69,exception,rules_fallback,0.72,1,1087.79,1087.79
INV-00256,INV-00256.pdf,007637,Sasolburg Pipe and Fittings (Pty) Ltd,SUP-0025,PO-2026-00226,2026-07-17,2026-08-16,5827.02,874.05,6701.07,exception,rules_fallback,0.72,1,1044.72,1044.72
INV-00142,INV-00142.pdf,INV2605116,Booysens Battery Centre (Pty) Ltd,SUP-0036,PO-2026-00107,2026-02-23,2026-03-25,7801.36,1170.2,8971.56,exception,rules_fallback,0.72,1,1035.44,1035.44
INV-00255,INV-00255.pdf,002690,Randburg Instrumentation (Pty) Ltd,SUP-0024,PO-2026-00179,2026-07-20,2026-08-19,24767.98,3715.2,28483.18,exception,rules_fallback,0.72,1,997.22,997.22
INV-00147,INV-00147.pdf,INV2503322,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2025-00029,2025-11-26,2025-12-26,20514.48,3077.17,23591.65,exception,rules_fallback,0.72,1,976.88,976.88
INV-00252,INV-00252.pdf,TI2604582,New Centre Gas and Gear (Pty) Ltd,SUP-0043,PO-2026-00512,2026-03-20,2026-03-20,6391.11,958.67,7349.78,exception,rules_fallback,0.72,1,958.67,958.67
INV-00145,INV-00145.pdf,INV2505003,Germiston Tool Hire (Pty) Ltd,SUP-0010,PO-2025-00404,2025-12-15,2026-01-14,50143.33,8471.18,58614.51,exception,rules_fallback,0.72,1,949.68,949.68
INV-00156,INV-00156.pdf,SI2508409,Linbro Park Hardware (Pty) Ltd,SUP-0032,PO-2025-00145,2025-12-08,2026-02-06,825.63,123.84,949.47,exception,rules_fallback,0.72,1,949.47,949.47
INV-00264,INV-00264.pdf,INV2506384,Kya Sand Plastics (Pty) Ltd,SUP-0027,PO-2025-00447,2025-12-26,2026-01-25,5834.82,875.22,5834.82,exception,rules_fallback,0.72,1,875.22,875.22
INV-00017,INV-00017.pdf,003014,Midrand Bearing Supplies (Pty) Ltd,SUP-0001,PO-2026-00072,2026-05-01,2026-06-30,5217.1,782.57,5217.1,exception,rules_fallback,0.72,1,782.57,782.57
INV-00263,INV-00263.pdf,005362,Cape Conveyor Systems (Pty) Ltd,SUP-0007,PO-2025-00396,2025-12-11,2026-01-25,39605.68,5940.85,45546.53,exception,rules_fallback,0.72,1,573.65,573.65
INV-00231,INV-00231.pdf,INV2501612,Sandton Electrical Wholesale (Pty) Ltd,SUP-0004,PO-2025-00091,2025-11-24,2025-12-24,3749.23,562.38,3749.23,exception,rules_fallback,0.72,1,562.38,562.38
INV-00150,INV-00150.pdf,INV2502149,Rand Safety Equipment (Pty) Ltd,SUP-0009,PO-2025-00410,2025-10-31,2025-12-30,466.92,70.04,466.92,exception,rules_fallback,0.72,2,536.96,536.96
INV-00178,INV-00178.pdf,INV2690337,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00050,2026-08-03,2026-09-02,464.04,69.61,464.04,exception,rules_fallback,0.72,2,533.65,464.04
INV-00274,INV-00274.pdf,TI2607630,Sasolburg Pipe and Fittings (Pty) Ltd,SUP-0025,PO-2026-00425,2026-01-26,2026-02-25,3547.16,532.07,3547.16,exception,rules_fallback,0.72,1,532.07,532.07
INV-00265,INV-00265.pdf,SI2603727,Boksburg Fastener Co (Pty) Ltd,SUP-0005,PO-2026-00357,2026-03-16,2026-04-15,3301.26,495.19,3301.26,exception,rules_fallback,0.72,1,495.19,495.19
INV-00128,INV-00128.pdf,008099,Karoo Abrasives (Pty) Ltd,SUP-0011,PO-2026-00462,2026-06-19,2026-08-03,3075.8,430.61,3075.8,exception,rules_fallback,0.72,2,461.37,461.37
INV-00159,INV-00159.pdf,INV2506062,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2025-00019,2025-11-13,2025-12-13,3760.15,564.02,4324.17,exception,rules_fallback,0.72,1,416.55,416.55
INV-00165,INV-00165.pdf,INV2603451,Ophirton Hydraulic Rams (Pty) Ltd,SUP-0040,PO-2026-00291,2026-07-16,2026-08-15,1171.68,175.75,1347.43,exception,rules_fallback,0.72,1,390.56,390.56
INV-00172,INV-00172.pdf,003017,Midrand Bearing Supplies (Pty) Ltd,SUP-0001,PO-2025-00488,2025-11-06,2026-01-05,53366.72,8314.93,61681.65,exception,rules_fallback,0.72,1,309.92,309.92
INV-00164,INV-00164.pdf,TI2606074,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00187,2026-06-03,2026-07-03,1919.54,287.93,1919.54,exception,rules_fallback,0.72,1,287.93,287.93
INV-00279,INV-00279.pdf,SI2604579,New Centre Gas and Gear (Pty) Ltd,SUP-0043,PO-2026-00489,2026-01-26,2026-02-25,1889.1,283.37,1889.1,exception,rules_fallback,0.72,1,283.37,283.37
INV-00098,INV-00098.pdf,INV2608100,Karoo Abrasives (Pty) Ltd,SUP-0011,PO-2026-00185,2026-07-30,2026-09-13,1793.41,269.01,1793.41,exception,rules_fallback,0.72,1,269.01,269.01
INV-00100,INV-00100.pdf,SI2502561,Cleveland Bolt Supplies (Pty) Ltd,SUP-0038,PO-2025-00426,2025-11-10,2025-12-10,640.0,96.0,640.0,exception,rules_fallback,0.72,1,96.0,96.0
INV-00203,INV-00203.pdf,TI2503452,Ophirton Hydraulic Rams (Pty) Ltd,SUP-0040,PO-2025-00100,2025-12-10,2026-01-09,4531.75,753.77,5285.52,exception,rules_fallback,0.72,1,74.01,74.01
INV-00114,INV-00114.pdf,TI2605905,Wadeville Hose and Coupling (Pty) Ltd,SUP-0028,PO-2026-00228,2026-08-26,2026-09-25,306.39,45.96,306.39,exception,rules_fallback,0.72,1,45.96,45.96
INV-00104,INV-00104.pdf,SI2603723,Boksburg Fastener Co (Pty) Ltd,SUP-0005,PO-2025-00051,2026-01-06,2026-02-05,4358.1,610.13,4968.23,exception,rules_fallback,0.72,1,43.59,43.59
INV-00001,INV-00001.pdf,INV2502691,Randburg Instrumentation (Pty) Ltd,SUP-0024,PO-2025-00276,2025-12-15,2026-01-14,39058.86,5898.6,44957.46,exception,rules_fallback,0.72,1,39.77,39.77
INV-00169,INV-00169.pdf,INV2602755,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00293,2026-04-22,2026-05-22,23588.75,3565.65,27154.4,exception,rules_fallback,0.72,1,27.34,27.34
INV-00220,INV-00220.pdf,INV2602758,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00322,2026-05-04,2026-06-03,20549.18,3100.45,23649.63,exception,rules_fallback,0.72,1,18.07,18.07
INV-00072,INV-00072.pdf,TI2503326,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2025-00181,2025-11-25,2025-12-25,4372.15,668.57,5040.72,exception,rules_fallback,0.72,1,12.75,12.75
INV-00130,INV-00130.pdf,TI2605533,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2026-00390,2026-02-16,2026-03-18,924.01,129.36,1053.37,exception,rules_fallback,0.72,1,9.24,9.24
INV-00002,INV-00002.pdf,004577,New Centre Gas and Gear (Pty) Ltd,SUP-0043,PO-2026-00252,2026-08-03,2026-09-02,4151.9,622.79,4774.69,clean,rules_fallback,0.72,0,0.0,0.0
INV-00006,INV-00006.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00008,INV-00008.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00013,INV-00013.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00015,INV-00015.pdf,004279,Modderfontein Chemicals (Pty) Ltd,SUP-0023,PO-2025-00302,2025-12-11,2026-01-10,45229.9,6784.49,52014.39,clean,rules_fallback,0.72,0,0.0,0.0
INV-00016,INV-00016.pdf,002757,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00338,2026-02-24,2026-03-26,27888.5,4183.28,32071.78,clean,rules_fallback,0.72,0,0.0,0.0
INV-00018,INV-00018.pdf,INV2508730,Alberton Seal and Gasket (Pty) Ltd,SUP-0015,PO-2025-00505,2025-11-07,2025-12-07,3524.84,528.73,4053.57,clean,rules_fallback,0.72,0,0.0,0.0
INV-00019,INV-00019.pdf,INV2508157,Protea Hydraulics (Pty) Ltd,SUP-0003,PO-2025-00486,2025-12-22,2026-01-21,17022.66,2553.4,19576.06,clean,rules_fallback,0.72,0,0.0,0.0
INV-00021,INV-00021.pdf,TI2605736,Aeroton Castors (Pty) Ltd,SUP-0033,PO-2025-00337,2026-01-14,2026-02-28,3153.25,472.99,3626.24,clean,rules_fallback,0.72,0,0.0,0.0
INV-00022,INV-00022.pdf,TI2602767,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00453,2026-06-03,2026-07-03,58544.9,8781.74,67326.64,clean,rules_fallback,0.72,0,0.0,0.0
INV-00023,INV-00023.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00025,INV-00025.pdf,TI2605114,Booysens Battery Centre (Pty) Ltd,SUP-0036,PO-2026-00506,2026-04-17,2026-05-17,14425.38,2163.81,16589.19,clean,rules_fallback,0.72,0,0.0,0.0
INV-00030,INV-00030.pdf,INV2604990,Germiston Tool Hire (Pty) Ltd,SUP-0010,PO-2026-00035,2026-04-10,2026-05-10,22325.16,3348.77,25673.93,clean,rules_fallback,0.72,0,0.0,0.0
INV-00031,INV-00031.pdf,TI2503329,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2025-00164,2025-11-24,2025-12-24,4126.32,618.95,4745.27,clean,rules_fallback,0.72,0,0.0,0.0
INV-00034,INV-00034.pdf,TI2606070,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00468,2026-09-11,2026-10-11,6849.8,1027.47,7877.27,clean,rules_fallback,0.72,0,0.0,0.0
INV-00037,INV-00037.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00038,INV-00038.pdf,005122,Booysens Battery Centre (Pty) Ltd,SUP-0036,PO-2025-00415,2026-01-08,2026-02-07,15396.4,2309.46,17705.86,clean,rules_fallback,0.72,0,0.0,0.0
INV-00043,INV-00043.pdf,TI2608735,Alberton Seal and Gasket (Pty) Ltd,SUP-0015,PO-2026-00060,2026-08-05,2026-09-04,292.78,43.92,336.7,clean,rules_fallback,0.72,0,0.0,0.0
INV-00046,INV-00046.pdf,004584,New Centre Gas and Gear (Pty) Ltd,SUP-0043,PO-2026-00235,2026-08-12,2026-08-12,1483.08,222.46,1705.54,clean,rules_fallback,0.72,0,0.0,0.0
INV-00047,INV-00047.pdf,003001,Midrand Bearing Supplies (Pty) Ltd,SUP-0001,PO-2025-00424,2025-12-10,2026-02-08,44267.11,6640.07,50907.18,clean,rules_fallback,0.72,0,0.0,0.0
INV-00048,INV-00048.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00050,INV-00050.pdf,004171,Springs Gearbox Services (Pty) Ltd,SUP-0018,PO-2025-00308,2025-10-21,2025-11-20,36808.3,5521.25,42329.55,clean,rules_fallback,0.72,0,0.0,0.0
INV-00053,INV-00053.pdf,TI2602449,Tshwane Pneumatics (Pty) Ltd,SUP-0012,PO-2026-00376,2026-08-18,2026-10-02,2045.5,306.83,2352.33,clean,rules_fallback,0.72,0,0.0,0.0
INV-00055,INV-00055.pdf,SI2506724,City Deep Cold Storage Spares (Pty) Ltd,SUP-0041,PO-2025-00245,2025-12-22,2026-02-20,95035.43,14255.31,109290.74,clean,rules_fallback,0.72,0,0.0,0.0
INV-00058,INV-00058.pdf,SI2607632,Sasolburg Pipe and Fittings (Pty) Ltd,SUP-0025,PO-2026-00053,2026-08-03,2026-09-02,459.2,68.88,528.08,clean,rules_fallback,0.72,0,0.0,0.0
INV-00059,INV-00059.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00061,INV-00061.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00063,INV-00063.pdf,SI2608260,Vaal Steel Merchants (Pty) Ltd,SUP-0002,PO-2026-00264,2026-09-16,2026-10-31,61259.33,9188.9,70448.23,clean,rules_fallback,0.72,0,0.0,0.0
INV-00065,INV-00065.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00066,INV-00066.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00067,INV-00067.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00068,INV-00068.pdf,SI2608725,Alberton Seal and Gasket (Pty) Ltd,SUP-0015,PO-2026-00382,2026-04-28,2026-05-28,35943.0,5391.45,41334.45,clean,rules_fallback,0.72,0,0.0,0.0
INV-00073,INV-00073.pdf,003982,Selby Scrap and Recovery (Pty) Ltd,SUP-0035,PO-2026-00116,2026-08-03,2026-09-02,3901.32,585.2,4486.52,clean,rules_fallback,0.72,0,0.0,0.0
INV-00081,INV-00081.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00086,INV-00086.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00087,INV-00087.pdf,TI2502681,Randburg Instrumentation (Pty) Ltd,SUP-0024,PO-2025-00028,2025-12-31,2026-01-30,3839.28,575.89,4415.17,clean,rules_fallback,0.72,0,0.0,0.0
INV-00088,INV-00088.pdf,SI2605888,Robertsham Glass and Perspex (Pty) Ltd,SUP-0039,PO-2026-00373,2026-06-04,2026-07-04,24606.42,3690.96,28297.38,clean,rules_fallback,0.72,0,0.0,0.0
INV-00089,INV-00089.pdf,SI2602764,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00094,2026-02-12,2026-03-14,142221.6,21333.24,163554.84,clean,rules_fallback,0.72,0,0.0,0.0
INV-00090,INV-00090.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00092,INV-00092.pdf,TI2603453,Ophirton Hydraulic Rams (Pty) Ltd,SUP-0040,PO-2026-00046,2026-06-02,2026-07-02,69805.82,10470.87,80276.69,clean,rules_fallback,0.72,0,0.0,0.0
INV-00093,INV-00093.pdf,002684,Randburg Instrumentation (Pty) Ltd,SUP-0024,PO-2026-00031,2026-05-08,2026-06-07,2739.68,410.95,3150.63,clean,rules_fallback,0.72,0,0.0,0.0
INV-00094,INV-00094.pdf,SI2606747,City Deep Cold Storage Spares (Pty) Ltd,SUP-0041,PO-2026-00154,2026-03-25,2026-05-24,5366.76,805.01,6171.77,clean,rules_fallback,0.72,0,0.0,0.0
INV-00095,INV-00095.pdf,TI2608170,Protea Hydraulics (Pty) Ltd,SUP-0003,PO-2026-00457,2026-04-15,2026-05-15,380158.5,57023.78,437182.28,clean,rules_fallback,0.72,0,0.0,0.0
INV-00101,INV-00101.pdf,INV2508261,Vaal Steel Merchants (Pty) Ltd,SUP-0002,PO-2025-00428,2025-11-19,2026-01-03,4463.2,669.48,5132.68,clean,rules_fallback,0.72,0,0.0,0.0
INV-00102,INV-00102.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00103,INV-00103.pdf,INV2606069,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00244,2026-03-27,2026-04-26,10240.22,1536.03,11776.25,clean,rules_fallback,0.72,0,0.0,0.0
INV-00108,INV-00108.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00109,INV-00109.pdf,INV2605522,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2026-00206,2026-03-02,2026-04-01,1904.88,285.73,2190.61,clean,rules_fallback,0.72,0,0.0,0.0
INV-00110,INV-00110.pdf,INV2505530,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2025-00047,2025-10-13,2025-11-12,110700.54,16605.08,127305.62,exception,rules_fallback,0.72,1,0.0,0.0
INV-00111,INV-00111.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00112,INV-00112.pdf,TI2503318,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2025-00255,2025-12-08,2026-01-07,1946.8,292.02,2238.82,clean,rules_fallback,0.72,0,0.0,0.0
INV-00115,INV-00115.pdf,SI2607545,Benoni Industrial Paints (Pty) Ltd,SUP-0016,PO-2026-00466,2026-06-17,2026-07-17,10482.29,1572.34,12054.63,clean,rules_fallback,0.72,0,0.0,0.0
INV-00121,INV-00121.pdf,006056,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00213,2026-07-21,2026-08-20,131.9,19.79,151.69,clean,rules_fallback,0.72,0,0.0,0.0
INV-00124,INV-00124.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00125,INV-00125.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00129,INV-00129.pdf,005519,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2026-00059,2026-01-11,2026-02-10,2511.0,376.65,2887.65,exception,rules_fallback,0.72,1,0.0,0.0
INV-00131,INV-00131.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00132,INV-00132.pdf,TI2604164,Springs Gearbox Services (Pty) Ltd,SUP-0018,PO-2026-00191,2026-08-20,2026-09-19,1752.56,262.88,2015.44,clean,rules_fallback,0.72,0,0.0,0.0
INV-00135,INV-00135.pdf,TI2603990,Selby Scrap and Recovery (Pty) Ltd,SUP-0035,PO-2026-00319,2026-09-04,2026-10-04,35591.35,5338.7,40930.05,clean,rules_fallback,0.72,0,0.0,0.0
INV-00138,INV-00138.pdf,TI2604277,Modderfontein Chemicals (Pty) Ltd,SUP-0023,PO-2026-00314,2026-06-08,2026-07-08,12664.09,1899.61,14563.7,clean,rules_fallback,0.72,0,0.0,0.0
INV-00144,INV-00144.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00148,INV-00148.pdf,008105,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2026-00102,2026-03-23,2026-05-07,49137.52,7370.63,56508.15,clean,rules_fallback,0.72,0,0.0,0.0
INV-00149,INV-00149.pdf,SI2508112,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2025-00246,2025-10-12,2025-11-11,22486.4,3372.96,25859.36,exception,rules_fallback,0.72,1,0.0,0.0
INV-00157,INV-00157.pdf,004269,Modderfontein Chemicals (Pty) Ltd,SUP-0023,PO-2025-00199,2026-01-14,2026-02-13,8136.06,1220.41,9356.47,clean,rules_fallback,0.72,0,0.0,0.0
INV-00158,INV-00158.pdf,TI2508721,Krugersdorp Chain and Sprocket (Pty) Ltd,SUP-0020,PO-2025-00513,2025-12-10,2026-02-08,9451.04,1417.66,10868.7,clean,rules_fallback,0.72,0,0.0,0.0
INV-00161,INV-00161.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00167,INV-00167.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00168,INV-00168.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00173,INV-00173.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00180,INV-00180.pdf,INV2606387,Kya Sand Plastics (Pty) Ltd,SUP-0027,PO-2025-00101,2026-01-05,2026-02-04,60690.84,9103.63,69794.47,clean,rules_fallback,0.72,0,0.0,0.0
INV-00181,INV-00181.pdf,INV2603328,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2026-00048,2026-07-27,2026-08-26,11915.47,1787.32,13702.79,clean,rules_fallback,0.72,0,0.0,0.0
INV-00188,INV-00188.pdf,TI2605536,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2026-00083,2026-01-26,2026-02-25,11051.0,1657.65,12708.65,clean,rules_fallback,0.72,0,0.0,0.0
INV-00193,INV-00193.pdf,TI2606080,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00510,2026-03-06,2026-04-05,121.14,18.17,139.31,clean,rules_fallback,0.72,0,0.0,0.0
INV-00194,INV-00194.pdf,008113,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2026-00090,2026-02-16,2026-04-02,13173.6,1976.04,15149.64,clean,rules_fallback,0.72,0,0.0,0.0
INV-00197,INV-00197.pdf,TI2608527,Umgeni Valve and Pump (Pty) Ltd,SUP-0008,PO-2026-00161,2026-05-07,2026-07-06,35265.66,5289.85,40555.51,clean,rules_fallback,0.72,0,0.0,0.0
INV-00198,INV-00198.pdf,TI2608174,Protea Hydraulics (Pty) Ltd,SUP-0003,PO-2026-00358,2026-08-24,2026-09-23,508.85,76.33,585.18,clean,rules_fallback,0.72,0,0.0,0.0
INV-00210,INV-00210.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00211,INV-00211.pdf,TI2603457,Ophirton Hydraulic Rams (Pty) Ltd,SUP-0040,PO-2026-00353,2026-03-05,2026-04-04,42421.0,6363.15,48784.15,clean,rules_fallback,0.72,0,0.0,0.0
INV-00212,INV-00212.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00213,INV-00213.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00214,INV-00214.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00215,INV-00215.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00216,INV-00216.pdf,005369,Cape Conveyor Systems (Pty) Ltd,SUP-0007,PO-2026-00144,2026-07-13,2026-08-27,114543.46,17181.52,131724.98,clean,rules_fallback,0.72,0,0.0,0.0
INV-00219,INV-00219.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00221,INV-00221.pdf,INV2605743,Aeroton Castors (Pty) Ltd,SUP-0033,PO-2026-00445,2026-04-02,2026-05-17,1023.6,153.54,1177.14,clean,rules_fallback,0.72,0,0.0,0.0
INV-00226,INV-00226.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00227,INV-00227.pdf,INV2606064,Sebenza Workwear (Pty) Ltd,SUP-0031,PO-2026-00518,2026-03-02,2026-04-01,32372.59,4855.89,37228.48,clean,rules_fallback,0.72,0,0.0,0.0
INV-00228,INV-00228.pdf,TI2602752,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00217,2026-09-03,2026-10-03,22255.8,3338.37,25594.17,clean,rules_fallback,0.72,0,0.0,0.0
INV-00229,INV-00229.pdf,TI2603012,Midrand Bearing Supplies (Pty) Ltd,SUP-0001,PO-2026-00347,2026-06-10,2026-08-09,8793.72,1319.06,10112.78,clean,rules_fallback,0.72,0,0.0,0.0
INV-00230,INV-00230.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00232,INV-00232.pdf,005372,Cape Conveyor Systems (Pty) Ltd,SUP-0007,PO-2025-00482,2025-12-22,2026-02-05,51403.84,7710.58,59114.42,clean,rules_fallback,0.72,0,0.0,0.0
