invoice_id,pdf_file,invoice_number,supplier_id,supplier_name,supplier_vat_number,po_number,invoice_date,due_date,bank_name,branch_code,account_number,subtotal_ex_vat,vat_amount,total_incl_vat,line_count,layout,is_scan,omitted_particulars,seeded_exceptions
INV-00116,INV-00116.pdf,SI2508719,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,4945218640,PO-2025-00288,2025-12-30,2026-02-28,Capitec Business,470010,1887809026,8751.92,1312.79,10064.71,2,D,0,,
INV-00117,INV-00117.pdf,TI2607602,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,4021856678,PO-2026-00296,2026-08-05,2026-10-04,Standard Bank,051001,200689969,73937.36,11090.6,85027.96,1,C,0,,
INV-00118,INV-00118.pdf,002688,SUP-0024,Randburg Instrumentation (Pty) Ltd,4476453990,PO-2026-00186,2026-05-18,2026-06-17,Investec,580105,76652374914,39909.15,5986.37,45895.52,2,A,0,,E01_PRICE_VARIANCE
INV-00119,INV-00119.pdf,SI2605892,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,4519492735,PO-2026-00243,2026-05-27,2026-06-26,Capitec Business,470010,63734875647,27442.24,4116.34,31558.58,2,C,0,,
INV-00120,INV-00120.pdf,TI2601616,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,4946420230,PO-2025-00188,2026-01-07,2026-02-06,Capitec Business,470010,854779841,50918.65,7643.41,58562.06,3,D,0,,E05_VAT_ERROR
INV-00121,INV-00121.pdf,006056,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2026-00213,2026-07-21,2026-08-20,Nedbank,198765,142247922,131.9,19.79,151.69,1,A,0,,
INV-00122,INV-00122.pdf,INV2688162,SUP-0012,Tshwane Pneumatics (Pty) Ltd,4985326213,PO-2026-00042,2026-06-04,2026-07-19,First National Bank,250655,3340180146,206291.5,30943.73,237235.23,2,B,0,,E12_GOODS_NOT_RECEIVED
INV-00123,INV-00123.pdf,TI2608726,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,4945218640,PO-2026-00014,2026-08-24,2026-10-23,Capitec Business,470010,1887809026,21035.0,3155.25,24190.25,1,B,0,,E01_PRICE_VARIANCE
INV-00124,INV-00124.pdf,SI2504999,SUP-0010,Germiston Tool Hire (Pty) Ltd,4336812635,PO-2025-00056,2025-09-07,2025-10-07,Standard Bank,051001,320010260,163201.48,24480.22,187681.7,3,A,1,,E09_DATE_ANOMALY
INV-00125,INV-00125.pdf,SI2606014,SUP-0022,Nigel Compressor Services (Pty) Ltd,4031702488,PO-2026-00403,2026-06-17,2026-08-16,Nedbank,198765,0657675921,45624.4,6843.66,52468.06,3,C,1,,
INV-00126,INV-00126.pdf,INV2694939,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,4728868642,,2026-05-14,2026-06-13,Standard Bank,051001,68910965089,41971.04,6295.66,48266.7,1,A,0,,E04_NO_PO|E10_THRESHOLD_SPLIT
INV-00127,INV-00127.pdf,INV2630140,SUP-0016,Benoni Industrial Paints (Pty) Ltd,4688431792,PO-2026-94536,2026-08-18,2026-09-17,Capitec Business,470010,6520186947,13278.88,1991.83,15270.71,2,D,0,,E04_NO_PO
INV-00128,INV-00128.pdf,008099,SUP-0011,Karoo Abrasives (Pty) Ltd,4876863215,PO-2026-00462,2026-06-19,2026-08-03,Absa Bank,632005,4414046038,3075.8,430.61,3506.41,1,C,0,,E05_VAT_ERROR
INV-00129,INV-00129.pdf,005519,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,4191277618,PO-2026-00059,2026-01-11,2026-02-10,Investec,580105,330694702,2511.0,376.65,2887.65,1,B,0,,E09_DATE_ANOMALY
INV-00130,INV-00130.pdf,TI2605533,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,4191277618,PO-2026-00390,2026-02-16,2026-03-18,Investec,580105,330694702,924.01,129.36,1053.37,1,B,0,,E05_VAT_ERROR
INV-00131,INV-00131.pdf,TI2503008,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,4310265355,PO-2025-00190,2025-11-17,2026-01-16,First National Bank,250655,9308836478,20470.11,3070.52,23540.63,3,A,1,tax_invoice_wording,E11_INVALID_TAX_INVOICE
INV-00132,INV-00132.pdf,TI2604164,SUP-0018,Springs Gearbox Services (Pty) Ltd,4292138514,PO-2026-00191,2026-08-20,2026-09-19,Standard Bank,051001,87770767045,1752.56,262.88,2015.44,2,A,0,,
INV-00133,INV-00133.pdf,TI2604281,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2026-00232,2026-05-29,2026-06-28,Standard Bank,051001,9128660241,8626.4,1293.96,9920.36,1,A,0,,E02_QTY_OVER_BILLED
INV-00134,INV-00134.pdf,SI2605113,SUP-0036,Booysens Battery Centre (Pty) Ltd,4655761019,PO-2026-00275,2026-06-02,2026-07-02,Capitec Business,470010,2238708796,3683.31,552.5,4235.81,1,B,0,,E02_QTY_OVER_BILLED
INV-00135,INV-00135.pdf,TI2603990,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,4920583702,PO-2026-00319,2026-09-04,2026-10-04,First National Bank,250655,4740218151,35591.35,5338.7,40930.05,4,A,0,,
INV-00136,INV-00136.pdf,INV2667882,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,4728868642,,2026-05-11,2026-06-10,Standard Bank,051001,68910965089,42689.55,6403.43,49092.98,1,A,0,,E04_NO_PO|E10_THRESHOLD_SPLIT
INV-00137,INV-00137.pdf,INV2606738,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00336,2026-08-10,2026-10-09,Nedbank,198765,2101929685,201150.25,30172.54,231322.79,1,D,0,,
INV-00138,INV-00138.pdf,TI2604277,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2026-00314,2026-06-08,2026-07-08,Standard Bank,051001,9128660241,12664.09,1899.61,14563.7,2,A,0,,
INV-00139,INV-00139.pdf,SI2607605,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,4021856678,PO-2026-00495,2026-07-27,2026-09-25,Standard Bank,051001,200689969,9358.26,1403.74,10762.0,1,D,0,,
INV-00140,INV-00140.pdf,INV2506734,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2025-00348,2025-12-01,2026-01-30,Nedbank,198765,2101929685,40397.2,6059.58,46456.78,1,C,0,,
INV-00141,INV-00141.pdf,006010,SUP-0022,Nigel Compressor Services (Pty) Ltd,4031702488,PO-2025-00007,2025-12-10,2026-01-09,Nedbank,198765,0657675921,108188.62,16228.29,124416.91,3,B,0,,E09_DATE_ANOMALY
INV-00142,INV-00142.pdf,INV2605116,SUP-0036,Booysens Battery Centre (Pty) Ltd,4655761019,PO-2026-00107,2026-02-23,2026-03-25,Capitec Business,470010,2238708796,7801.36,1170.2,8971.56,1,B,0,,E01_PRICE_VARIANCE
INV-00143,INV-00143.pdf,INV2605911,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,4374336397,PO-2026-00135,2026-08-06,2026-09-05,Nedbank,198765,1651987388,29539.35,4430.9,33970.25,4,C,0,,E02_QTY_OVER_BILLED
INV-00144,INV-00144.pdf,INV2604174,SUP-0045,Salt River Marine Fittings (Pty) Ltd,4241849051,PO-2026-00279,2026-08-19,2026-09-18,Absa Bank,632005,037652732,22654.64,3398.2,26052.84,2,A,1,,E02_QTY_OVER_BILLED
INV-00145,INV-00145.pdf,INV2505003,SUP-0010,Germiston Tool Hire (Pty) Ltd,4336812635,PO-2025-00404,2025-12-15,2026-01-14,Standard Bank,051001,320010260,50143.33,8471.18,58614.51,3,B,0,,E05_VAT_ERROR
INV-00146,INV-00146.pdf,INV2508001,SUP-0006,Highveld Lubricants (Pty) Ltd,4347064497,PO-2025-00032,2025-11-10,2025-12-25,Standard Bank,051001,78748883154,66064.45,9909.67,75974.12,1,B,0,,E06_BANK_CHANGE
INV-00147,INV-00147.pdf,INV2503322,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2025-00029,2025-11-26,2025-12-26,Nedbank,198765,827736293,20514.48,3077.17,23591.65,1,B,0,,E02_QTY_OVER_BILLED
INV-00148,INV-00148.pdf,008105,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2026-00102,2026-03-23,2026-05-07,Standard Bank,051001,924335587,49137.52,7370.63,56508.15,2,B,0,tax_invoice_wording,E11_INVALID_TAX_INVOICE
INV-00149,INV-00149.pdf,SI2508112,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2025-00246,2025-10-12,2025-11-11,Standard Bank,051001,924335587,22486.4,3372.96,25859.36,1,A,0,,E09_DATE_ANOMALY
INV-00150,INV-00150.pdf,INV2502149,SUP-0009,Rand Safety Equipment (Pty) Ltd,4678043946,PO-2025-00410,2025-10-31,2025-12-30,Capitec Business,470010,02375179999,466.92,70.04,536.96,1,C,0,,
INV-00151,INV-00151.pdf,TI2506066,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2025-00263,2025-11-24,2025-12-24,Nedbank,198765,142247922,10614.5,1592.18,12206.68,1,B,0,supplier_vat_number,E11_INVALID_TAX_INVOICE
INV-00152,INV-00152.pdf,TI2605846,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,4443768103,PO-2026-00070,2026-03-09,2026-04-23,Investec,580105,04168918377,96488.3,14473.25,110961.55,2,D,0,,E01_PRICE_VARIANCE
INV-00153,INV-00153.pdf,SI2604179,SUP-0045,Salt River Marine Fittings (Pty) Ltd,4241849051,PO-2025-00269,2026-01-16,2026-02-15,Absa Bank,632005,037652732,3670.82,550.62,4221.44,1,B,0,,
INV-00154,INV-00154.pdf,INV2604175,SUP-0045,Salt River Marine Fittings (Pty) Ltd,4241849051,PO-2026-00430,2026-03-03,2026-04-02,Absa Bank,632005,037652732,973.68,146.05,1119.73,1,A,0,,
INV-00155,INV-00155.pdf,TI2608268,SUP-0002,Vaal Steel Merchants (Pty) Ltd,4096043968,PO-2026-00258,2026-04-22,2026-06-06,Capitec Business,470010,20285660330,7659.96,1148.99,8808.95,3,C,0,,
INV-00156,INV-00156.pdf,SI2508409,SUP-0032,Linbro Park Hardware (Pty) Ltd,4376480389,PO-2025-00145,2025-12-08,2026-02-06,Investec,580105,0685325346,825.63,123.84,949.47,1,A,0,,
INV-00157,INV-00157.pdf,004269,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2025-00199,2026-01-14,2026-02-13,Standard Bank,051001,9128660241,8136.06,1220.41,9356.47,1,A,0,,
INV-00158,INV-00158.pdf,TI2508721,SUP-0020,Krugersdorp Chain and Sprocket (Pty) Ltd,4945218640,PO-2025-00513,2025-12-10,2026-02-08,Capitec Business,470010,1887809026,9451.04,1417.66,10868.7,2,B,0,,
INV-00159,INV-00159.pdf,INV2506062,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2025-00019,2025-11-13,2025-12-13,Nedbank,198765,142247922,3760.15,564.02,4324.17,1,A,0,,E01_PRICE_VARIANCE
INV-00160,INV-00160.pdf,006504,SUP-0037,Denver Crane Services (Pty) Ltd,4445358060,PO-2025-00323,2025-11-05,2025-12-05,First National Bank,250655,4719531319,12933.54,1940.03,14873.57,1,B,0,,E01_PRICE_VARIANCE
INV-00161,INV-00161.pdf,SI2508739,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,4766946128,PO-2025-00515,2025-11-04,2025-12-04,First National Bank,250655,76774682715,157.16,24.77,181.93,1,B,1,,E05_VAT_ERROR
INV-00162,INV-00162.pdf,TI2605366,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2026-00134,2026-07-14,2026-08-28,Investec,580105,1697533888,16278.4,2441.76,18720.16,1,D,0,,
INV-00163,INV-00163.pdf,TI2603005,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,4310265355,PO-2026-00418,2026-05-04,2026-07-03,First National Bank,250655,9308836478,21939.75,3290.96,25230.71,3,C,0,supplier_vat_number,E11_INVALID_TAX_INVOICE
INV-00164,INV-00164.pdf,TI2606074,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2026-00187,2026-06-03,2026-07-03,Nedbank,198765,142247922,1919.54,287.93,2207.47,2,C,0,,
INV-00165,INV-00165.pdf,INV2603451,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,4746494091,PO-2026-00291,2026-07-16,2026-08-15,Capitec Business,470010,2553281416,1171.68,175.75,1347.43,1,A,0,,E02_QTY_OVER_BILLED
INV-00166,INV-00166.pdf,006008,SUP-0022,Nigel Compressor Services (Pty) Ltd,4031702488,PO-2026-00225,2026-05-21,2026-07-20,Nedbank,198765,0657675921,245642.95,36846.44,282489.39,2,A,0,,
INV-00167,INV-00167.pdf,TI2602448,SUP-0012,Tshwane Pneumatics (Pty) Ltd,4985326213,PO-2026-00111,2026-09-09,2026-10-24,First National Bank,250655,3340180146,89447.44,13417.12,102864.56,2,A,1,,
INV-00168,INV-00168.pdf,INV2605885,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,4519492735,PO-2026-00220,2026-06-23,2026-07-23,Capitec Business,470010,63734875647,73507.55,11026.13,84533.68,2,D,1,,
INV-00169,INV-00169.pdf,INV2602755,SUP-0044,Village Main Instruments (Pty) Ltd,4043496765,PO-2026-00293,2026-04-22,2026-05-22,Absa Bank,632005,696049115,23588.75,3565.65,27154.4,2,A,0,,E05_VAT_ERROR
INV-00170,INV-00170.pdf,INV2657607,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,4746494091,PO-2026-98934,2026-05-01,2026-05-31,Capitec Business,470010,2553281416,1660.98,249.15,1910.13,2,C,0,,E04_NO_PO
INV-00171,INV-00171.pdf,TI2604574,SUP-0043,New Centre Gas and Gear (Pty) Ltd,4763833892,PO-2026-00405,2026-02-23,2026-03-25,Investec,580105,1829516973,64934.2,9740.13,74674.33,3,B,0,,E01_PRICE_VARIANCE
INV-00172,INV-00172.pdf,003017,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,4310265355,PO-2025-00488,2025-11-06,2026-01-05,First National Bank,250655,9308836478,53366.72,8314.93,61681.65,4,B,0,,E05_VAT_ERROR
INV-00173,INV-00173.pdf,INV2608101,SUP-0011,Karoo Abrasives (Pty) Ltd,4876863215,PO-2026-00078,2026-07-03,2026-08-17,Absa Bank,632005,4414046038,825.23,123.78,949.01,1,A,1,,
INV-00174,INV-00174.pdf,INV2603731,SUP-0005,Boksburg Fastener Co (Pty) Ltd,4796728484,PO-2026-00077,2026-09-08,2026-10-08,Investec,580105,2849751901,12872.4,1930.86,14803.26,2,D,0,,
INV-00175,INV-00175.pdf,INV2629388,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,4021856678,PO-2026-96727,2026-09-15,2026-10-15,Standard Bank,051001,200689969,60878.68,9131.8,70010.48,2,D,0,,E04_NO_PO
INV-00176,INV-00176.pdf,SI2506002,SUP-0022,Nigel Compressor Services (Pty) Ltd,4031702488,PO-2025-00283,2025-12-18,2026-02-16,Nedbank,198765,0657675921,89533.09,13429.96,102963.05,3,A,0,,
INV-00177,INV-00177.pdf,INV2606387-R,SUP-0027,Kya Sand Plastics (Pty) Ltd,4888235541,PO-2025-00101,2026-01-13,2026-02-04,Absa Bank,632005,2962016583,60690.84,9103.63,69794.47,2,C,0,,E03_DUPLICATE
INV-00178,INV-00178.pdf,INV2690337,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2026-00050,2026-08-03,2026-09-02,Nedbank,198765,142247922,464.04,69.61,533.65,1,C,0,,E12_GOODS_NOT_RECEIVED
INV-00179,INV-00179.pdf,INV2679092,SUP-0039,Robertsham Glass and Perspex (Pty) Ltd,4519492735,PO-2026-00069,2026-07-16,2026-08-15,Capitec Business,470010,63734875647,113187.91,16978.19,130166.1,2,A,0,,E12_GOODS_NOT_RECEIVED
INV-00180,INV-00180.pdf,INV2606387,SUP-0027,Kya Sand Plastics (Pty) Ltd,4888235541,PO-2025-00101,2026-01-05,2026-02-04,Absa Bank,632005,2962016583,60690.84,9103.63,69794.47,2,B,0,,
INV-00181,INV-00181.pdf,INV2603328,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2026-00048,2026-07-27,2026-08-26,Nedbank,198765,827736293,11915.47,1787.32,13702.79,3,B,0,,
INV-00182,INV-00182.pdf,TI2605539,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,4191277618,PO-2026-00016,2026-05-27,2026-06-26,Investec,580105,330694702,18262.83,2739.42,21002.25,2,C,0,,
INV-00183,INV-00183.pdf,INV2622999,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,,2026-04-20,2026-05-20,Standard Bank,051001,924335587,16063.1,2409.47,18472.57,2,A,0,,E04_NO_PO
INV-00184,INV-00184.pdf,INV2604267,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2026-00121,2026-06-01,2026-07-01,First National Bank,250655,72779060342,38209.56,5731.43,43940.99,2,C,0,,E06_BANK_CHANGE
INV-00185,INV-00185.pdf,INV2627451,SUP-0019,Edenvale Filtration (Pty) Ltd,4716646430,,2026-07-20,2026-08-19,First National Bank,250655,571310804,6156.89,923.53,7080.42,2,C,0,,E04_NO_PO|E07_UNAPPROVED_SUPPLIER
INV-00186,INV-00186.pdf,INV2608523,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,4801010427,PO-2026-00137,2026-03-11,2026-05-10,Capitec Business,470010,2502045665,15811.48,2371.72,18183.2,1,D,0,,E08_ARITHMETIC
INV-00187,INV-00187.pdf,SI2604960,SUP-0013,Isando Welding Supplies (Pty) Ltd,4590357816,PO-2026-00422,2026-04-29,2026-06-13,Nedbank,198765,92730777461,10302.9,1545.44,11848.34,2,A,0,,E01_PRICE_VARIANCE
INV-00188,INV-00188.pdf,TI2605536,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,4191277618,PO-2026-00083,2026-01-26,2026-02-25,Investec,580105,330694702,11051.0,1657.65,12708.65,1,B,0,,
INV-00189,INV-00189.pdf,INV2699704,SUP-0021,Witbank Belting (Pty) Ltd,4604536863,,2026-09-25,2026-10-25,Investec,580105,27697013193,34176.99,5126.55,39303.54,2,C,0,,E04_NO_PO|E07_UNAPPROVED_SUPPLIER
INV-00190,INV-00190.pdf,INV2503981,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,4920583702,PO-2025-00175,2025-11-11,2025-12-11,First National Bank,250655,4740218151,11055.7,1658.36,12714.06,1,D,0,,
INV-00191,INV-00191.pdf,TI2602147,SUP-0009,Rand Safety Equipment (Pty) Ltd,4678043946,PO-2026-00085,2026-02-02,2026-04-03,Capitec Business,470010,02375179999,1752.24,262.84,2015.08,2,D,0,,
INV-00192,INV-00192.pdf,SI2606742,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00178,2026-09-10,2026-11-09,Nedbank,198765,2101929685,229842.56,34476.38,264318.94,2,D,0,,
INV-00193,INV-00193.pdf,TI2606080,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2026-00510,2026-03-06,2026-04-05,Nedbank,198765,142247922,121.14,18.17,139.31,1,A,0,,
INV-00194,INV-00194.pdf,008113,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2026-00090,2026-02-16,2026-04-02,Standard Bank,051001,924335587,13173.6,1976.04,15149.64,2,B,0,,
INV-00195,INV-00195.pdf,TI2507636,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,4728868642,PO-2025-00508,2025-12-29,2026-01-28,Standard Bank,051001,68910965089,10461.05,1569.16,12030.21,2,D,0,,
INV-00196,INV-00196.pdf,TI2605358,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2026-00130,2026-03-09,2026-04-23,Investec,580105,1697533888,68364.71,10254.71,78619.42,3,C,0,,
INV-00197,INV-00197.pdf,TI2608527,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,4801010427,PO-2026-00161,2026-05-07,2026-07-06,Capitec Business,470010,2502045665,35265.66,5289.85,40555.51,3,A,0,,
INV-00198,INV-00198.pdf,TI2608174,SUP-0003,Protea Hydraulics (Pty) Ltd,4709743620,PO-2026-00358,2026-08-24,2026-09-23,Investec,580105,783262215,508.85,76.33,585.18,1,B,0,,
INV-00199,INV-00199.pdf,TI2605898,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,4374336397,PO-2026-00253,2026-08-26,2026-09-25,Nedbank,198765,1651987388,100445.93,15066.89,115512.82,3,D,0,,E02_QTY_OVER_BILLED
INV-00200,INV-00200.pdf,SI2607539,SUP-0016,Benoni Industrial Paints (Pty) Ltd,4688431792,PO-2026-00113,2026-05-28,2026-06-27,Capitec Business,470010,6520186947,23761.83,3564.27,27326.1,2,C,0,,E01_PRICE_VARIANCE
INV-00201,INV-00201.pdf,INV2606729,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00115,2026-01-22,2026-03-23,Nedbank,198765,2101929685,149671.15,22450.67,172121.82,2,D,0,,
INV-00202,INV-00202.pdf,INV2680743,SUP-0018,Springs Gearbox Services (Pty) Ltd,4292138514,PO-2026-00073,2026-08-10,2026-09-09,Standard Bank,051001,87770767045,9069.6,1360.44,10430.04,2,B,0,,E12_GOODS_NOT_RECEIVED
INV-00203,INV-00203.pdf,TI2503452,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,4746494091,PO-2025-00100,2025-12-10,2026-01-09,Capitec Business,470010,2553281416,4531.75,753.77,5285.52,1,A,0,,E05_VAT_ERROR
INV-00204,INV-00204.pdf,TI2602682,SUP-0024,Randburg Instrumentation (Pty) Ltd,4476453990,PO-2026-00473,2026-06-10,2026-07-10,Investec,580105,76652374914,92892.95,13933.94,106826.89,2,B,0,,E02_QTY_OVER_BILLED
INV-00205,INV-00205.pdf,TI2502150,SUP-0009,Rand Safety Equipment (Pty) Ltd,4678043946,PO-2025-00131,2025-10-21,2025-12-20,Capitec Business,470010,02375179999,8450.59,1267.59,9718.18,4,B,0,,
INV-00206,INV-00206.pdf,TI2606723,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00157,2026-01-27,2026-03-28,Nedbank,198765,2101929685,29756.77,4463.52,34220.29,2,C,0,,
INV-00207,INV-00207.pdf,INV2603724,SUP-0005,Boksburg Fastener Co (Pty) Ltd,4796728484,PO-2026-00143,2026-09-21,2026-10-21,Investec,580105,2849751901,11084.16,1662.62,12746.78,1,D,0,,
INV-00208,INV-00208.pdf,004170,SUP-0045,Salt River Marine Fittings (Pty) Ltd,4241849051,PO-2025-00491,2025-12-31,2026-01-30,Absa Bank,632005,037652732,44744.96,6711.74,51456.7,2,A,0,,E01_PRICE_VARIANCE
INV-00209,INV-00209.pdf,SI2607611,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,4021856678,PO-2026-00354,2026-05-15,2026-07-14,Standard Bank,051001,200689969,73126.84,10969.03,84095.87,2,A,0,,E02_QTY_OVER_BILLED
INV-00210,INV-00210.pdf,INV2604175A,SUP-0045,Salt River Marine Fittings (Pty) Ltd,4241849051,PO-2026-00430,2026-03-11,2026-04-02,Absa Bank,632005,037652732,973.68,146.05,1119.73,1,D,1,,E03_DUPLICATE
INV-00211,INV-00211.pdf,TI2603457,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,4746494091,PO-2026-00353,2026-03-05,2026-04-04,Capitec Business,470010,2553281416,42421.0,6363.15,48784.15,1,B,0,,
INV-00212,INV-00212.pdf,007737,SUP-0029,Jet Park Packaging (Pty) Ltd,4206223375,PO-2025-00189,2025-11-28,2026-01-27,First National Bank,250655,294465182,1911.15,286.67,2197.82,2,A,1,,
INV-00213,INV-00213.pdf,INV2539157,SUP-0018,Springs Gearbox Services (Pty) Ltd,4292138514,PO-2026-95374,2025-11-12,2025-12-12,Standard Bank,051001,87770767045,18993.25,2848.99,21842.24,2,D,1,,E04_NO_PO
INV-00214,INV-00214.pdf,TI2502563,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,4220502518,PO-2025-00020,2025-11-24,2025-12-24,Capitec Business,470010,300763464,308.6,46.29,354.89,1,A,1,,E02_QTY_OVER_BILLED
INV-00215,INV-00215.pdf,006004,SUP-0022,Nigel Compressor Services (Pty) Ltd,4031702488,PO-2025-00435,2026-01-20,2026-03-21,Nedbank,198765,0657675921,87201.04,13080.16,100281.2,3,A,1,,
INV-00216,INV-00216.pdf,005369,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2026-00144,2026-07-13,2026-08-27,Investec,580105,1697533888,114543.46,17181.52,131724.98,3,A,0,,
INV-00217,INV-00217.pdf,TI2508008,SUP-0006,Highveld Lubricants (Pty) Ltd,4347064497,PO-2025-00207,2025-12-15,2026-01-29,First National Bank,250655,0173497462,10798.36,1619.75,12418.11,1,C,0,,
INV-00218,INV-00218.pdf,SI2605844,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,4443768103,PO-2025-00367,2026-01-09,2026-02-23,Investec,580105,04168918377,75963.36,11394.5,87357.86,1,C,0,,
INV-00219,INV-00219.pdf,SI2606503,SUP-0037,Denver Crane Services (Pty) Ltd,4445358060,PO-2026-00272,2026-01-12,2026-02-11,First National Bank,250655,4719531319,52161.18,7824.18,59985.36,2,A,1,,E02_QTY_OVER_BILLED
INV-00220,INV-00220.pdf,INV2602758,SUP-0044,Village Main Instruments (Pty) Ltd,4043496765,PO-2026-00322,2026-05-04,2026-06-03,Absa Bank,632005,696049115,20549.18,3100.45,23649.63,2,A,0,,E05_VAT_ERROR
INV-00221,INV-00221.pdf,INV2605743,SUP-0033,Aeroton Castors (Pty) Ltd,4398129039,PO-2026-00445,2026-04-02,2026-05-17,Standard Bank,051001,737734820,1023.6,153.54,1177.14,1,B,0,,
INV-00222,INV-00222.pdf,TI2606501,SUP-0037,Denver Crane Services (Pty) Ltd,4445358060,PO-2026-00150,2026-04-22,2026-05-22,First National Bank,250655,4719531319,522472.66,78370.9,600843.56,2,D,0,,
INV-00223,INV-00223.pdf,INV2508005,SUP-0006,Highveld Lubricants (Pty) Ltd,4347064497,PO-2025-00315,2025-11-21,2026-01-05,First National Bank,250655,0173497462,96423.93,14463.59,110887.52,3,A,0,supplier_vat_number,E11_INVALID_TAX_INVOICE
INV-00224,INV-00224.pdf,INV2680397,SUP-0014,Kempton Cable Works (Pty) Ltd,4066746330,,2026-06-15,2026-07-15,First National Bank,250655,468719544,4839.83,725.97,5565.8,2,A,0,,E04_NO_PO|E07_UNAPPROVED_SUPPLIER
INV-00225,INV-00225.pdf,INV2605007,SUP-0010,Germiston Tool Hire (Pty) Ltd,4336812635,PO-2026-00251,2026-07-17,2026-08-16,Standard Bank,051001,320010260,15083.15,2262.47,17345.62,1,B,0,,E01_PRICE_VARIANCE
INV-00226,INV-00226.pdf,TI2508008,SUP-0006,Highveld Lubricants (Pty) Ltd,4347064497,PO-2025-00207,2025-12-15,2026-01-29,First National Bank,250655,0173497462,10798.36,1619.75,12418.11,1,C,1,,E03_DUPLICATE
INV-00227,INV-00227.pdf,INV2606064,SUP-0031,Sebenza Workwear (Pty) Ltd,4137697806,PO-2026-00518,2026-03-02,2026-04-01,Nedbank,198765,142247922,32372.59,4855.89,37228.48,4,B,0,,
INV-00228,INV-00228.pdf,TI2602752,SUP-0044,Village Main Instruments (Pty) Ltd,4043496765,PO-2026-00217,2026-09-03,2026-10-03,Absa Bank,632005,696049115,22255.8,3338.37,25594.17,2,A,0,,
INV-00229,INV-00229.pdf,TI2603012,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,4310265355,PO-2026-00347,2026-06-10,2026-08-09,First National Bank,250655,9308836478,8793.72,1319.06,10112.78,3,A,0,,
